scoring	family	weight	step_acc	agent_acc
knn_k1_norm	knn	gate/34	0.8492063492063492	0.984126984126984
knn_k1_norm	knn	v/28	0.8492063492063492	0.984126984126984
knn_k1_norm	knn	post_norm/34	0.8412698412698413	0.9682539682539684
knn_k1_norm	knn	v/31	0.8412698412698413	0.984126984126984
knn_k1_norm	knn	down/22	0.8412698412698413	0.984126984126984
knn_k20_norm	knn	post_norm/34	0.8333333333333334	0.9365079365079364
knn_k1_norm	knn	down/24	0.8333333333333334	0.9444444444444444
knn_k3_norm	knn	down/24	0.8333333333333334	0.9444444444444444
knn_k1_norm	knn	o/27	0.8333333333333334	0.9603174603174603
knn_k20_norm	knn	post_norm/29	0.8333333333333334	0.9761904761904762
knn_k5_norm	knn	o/27	0.8333333333333334	0.9365079365079364
knn_k1_norm	knn	up/30	0.8253968253968254	0.9761904761904762
knn_k5_norm	knn	up/30	0.8253968253968254	0.9523809523809524
knn_k1_norm	knn	down/25	0.8253968253968254	0.9603174603174603
knn_k10_norm	knn	post_norm/34	0.8253968253968254	0.9523809523809524
knn_k10_norm	knn	o/27	0.8253968253968254	0.9444444444444444
knn_k1_norm	knn	post_norm/30	0.8253968253968254	0.9603174603174603
knn_k1_norm	knn	post_norm/27	0.8253968253968254	0.9682539682539684
knn_k5_norm	knn	down/24	0.8253968253968254	0.9523809523809524
knn_k1_norm	knn	q/32	0.8253968253968254	0.9444444444444444
