scoring	family	weight	step_acc	agent_acc
mean_dist_cosine	central	in_norm/35	0.2241379310344827	0.6206896551724138
knn_k10_norm	knn	q_norm/34	0.2241379310344827	0.7068965517241379
geom_median_cosine	central	k/0	0.2068965517241379	0.5172413793103449
geom_median_cosine	central	in_norm/35	0.2068965517241379	0.6206896551724138
geom_median_cosine	central	up/0	0.2068965517241379	0.5
coord_median_cosine	central	q/30	0.2068965517241379	0.6206896551724138
mean_dist_cosine	central	down/26	0.2068965517241379	0.6724137931034483
coord_median_cosine	central	in_norm/35	0.2068965517241379	0.6206896551724138
mean_dist_cosine	central	q_norm/35	0.2068965517241379	0.5862068965517241
knn_k3_norm	knn	down/24	0.2068965517241379	0.5517241379310345
knn_k1_norm	knn	v/13	0.2068965517241379	0.6724137931034483
geom_median_cosine	central	post_norm/20	0.2068965517241379	0.5862068965517241
knn_k1_norm	knn	up/19	0.2068965517241379	0.5862068965517241
knn_k3_norm	knn	v/17	0.2068965517241379	0.6379310344827587
knn_k10_norm	knn	post_norm/10	0.2068965517241379	0.603448275862069
knn_k20_norm	knn	post_norm/28	0.2068965517241379	0.5
knn_k1_norm	knn	down/1	0.2068965517241379	0.6551724137931034
knn_k1_norm	knn	v/25	0.2068965517241379	0.5517241379310345
knn_k1_norm	knn	v/29	0.2068965517241379	0.5689655172413793
knn_k10_norm	knn	post_norm/28	0.2068965517241379	0.5
knn_k1_norm	knn	down/6	0.2068965517241379	0.5689655172413793
knn_k20_norm	knn	gate/31	0.2068965517241379	0.603448275862069
knn_k3_norm	knn	up/19	0.2068965517241379	0.5862068965517241
knn_k3_norm	knn	post_norm/26	0.2068965517241379	0.5862068965517241
mean_dist_cosine	central	k_norm/11	0.1896551724137931	0.6379310344827587
geom_median_cosine	central	down/14	0.1896551724137931	0.6379310344827587
geom_median_cosine	central	k_norm/11	0.1896551724137931	0.6206896551724138
geom_median_cosine	central	post_norm/34	0.1896551724137931	0.603448275862069
mean_dist_cosine	central	up/35	0.1896551724137931	0.5689655172413793
mean_dist_cosine	central	k/17	0.1896551724137931	0.5517241379310345
proj_c1_cen	svd	in_norm/0	0.0689655172413793	0.3275862068965517
proj_c2_cen	svd	in_norm/28	0.0689655172413793	0.3448275862068966
proj_c2_cen	svd	k/31	0.0689655172413793	0.3275862068965517
proj_c6_cen	svd	in_norm/28	0.0689655172413793	0.3448275862068966
proj_c7_cen	svd	in_norm/28	0.0689655172413793	0.3448275862068966
proj_c1_cen	svd	k/31	0.0689655172413793	0.3275862068965517
proj_c4_cen	svd	in_norm/28	0.0689655172413793	0.3448275862068966
proj_c5_cen	svd	in_norm/28	0.0689655172413793	0.3448275862068966
proj_c1_cen	svd	o/9	0.0689655172413793	0.3448275862068966
proj_c3_cen	svd	in_norm/28	0.0689655172413793	0.3448275862068966
proj_c1_cen	svd	in_norm/19	0.0517241379310344	0.3275862068965517
proj_c1_cen	svd	post_norm/10	0.0517241379310344	0.3448275862068966
proj_c1_cen	svd	post_norm/11	0.0517241379310344	0.3275862068965517
proj_c1_cen	svd	k/0	0.0517241379310344	0.3275862068965517
proj_c1_cen	svd	gate/34	0.0517241379310344	0.3275862068965517
gradnorm_l2	gradnorm	k_norm/28	0.0344827586206896	0.3620689655172414
gradnorm_l2	gradnorm	q_norm/0	0.0344827586206896	0.3275862068965517
gradnorm_l2	gradnorm	up/2	0.0344827586206896	0.3275862068965517
gradnorm_l2	gradnorm	post_norm/2	0.0172413793103448	0.3103448275862069
gradnorm_l2	gradnorm	q/31	0.0172413793103448	0.3103448275862069
gradnorm_l2	gradnorm	up/35	0.0172413793103448	0.3275862068965517
gradnorm_l2	gradnorm	k_norm/4	0.0172413793103448	0.3103448275862069
gradnorm_l2	gradnorm	o/8	0.0172413793103448	0.3103448275862069
gradnorm_l2	gradnorm	q_norm/20	0.0172413793103448	0.3103448275862069
gradnorm_l2	gradnorm	down/15	0.0172413793103448	0.3103448275862069
gradnorm_l2	gradnorm	k_norm/14	0.0172413793103448	0.3103448275862069
gradnorm_l2	gradnorm	gate/21	0.0172413793103448	0.3103448275862069
gradnorm_l2	gradnorm	q_norm/10	0.0172413793103448	0.3103448275862069
gradnorm_l2	gradnorm	q_norm/16	0.0172413793103448	0.3103448275862069
gradnorm_l2	gradnorm	gate/2	0.0172413793103448	0.3103448275862069
