weight	step_acc	agent_acc
norm	0.25862068965517243	0.603448275862069
in_norm/31	0.25862068965517243	0.6379310344827587
up/16	0.2413793103448276	0.6551724137931034
up/27	0.22413793103448276	0.6724137931034483
down/6	0.22413793103448276	0.6724137931034483
up/31	0.22413793103448276	0.6551724137931034
v/7	0.22413793103448276	0.6551724137931034
down/26	0.22413793103448276	0.6724137931034483
down/5	0.22413793103448276	0.5862068965517241
q/12	0.22413793103448276	0.6379310344827587
q/21	0.22413793103448276	0.5862068965517241
gate/11	0.22413793103448276	0.6724137931034483
gate/12	0.22413793103448276	0.6724137931034483
down/7	0.22413793103448276	0.6724137931034483
up/4	0.22413793103448276	0.5862068965517241
q/23	0.22413793103448276	0.6896551724137931
down/21	0.22413793103448276	0.6724137931034483
post_norm/28	0.22413793103448276	0.6896551724137931
o/16	0.22413793103448276	0.6379310344827587
post_norm/31	0.22413793103448276	0.5689655172413793
gate/8	0.22413793103448276	0.6724137931034483
up/13	0.22413793103448276	0.6551724137931034
down/8	0.22413793103448276	0.6896551724137931
gate/15	0.20689655172413793	0.6206896551724138
down/3	0.20689655172413793	0.5862068965517241
up/20	0.20689655172413793	0.6896551724137931
up/23	0.20689655172413793	0.6724137931034483
up/5	0.20689655172413793	0.6206896551724138
up/6	0.20689655172413793	0.6551724137931034
up/21	0.20689655172413793	0.7241379310344828
gate/17	0.20689655172413793	0.6379310344827587
q/10	0.20689655172413793	0.6206896551724138
q/11	0.20689655172413793	0.7068965517241379
q/16	0.20689655172413793	0.6724137931034483
q/17	0.20689655172413793	0.5862068965517241
q/22	0.20689655172413793	0.6551724137931034
up/15	0.20689655172413793	0.6206896551724138
gate/13	0.20689655172413793	0.6551724137931034
post_norm/22	0.20689655172413793	0.6724137931034483
post_norm/15	0.20689655172413793	0.6551724137931034
gate/31	0.20689655172413793	0.6206896551724138
post_norm/10	0.20689655172413793	0.6724137931034483
o/9	0.20689655172413793	0.6551724137931034
o/21	0.20689655172413793	0.603448275862069
o/22	0.20689655172413793	0.6724137931034483
post_norm/29	0.20689655172413793	0.6206896551724138
post_norm/8	0.20689655172413793	0.6724137931034483
lm_head	0.20689655172413793	0.6206896551724138
o/15	0.20689655172413793	0.6206896551724138
k/20	0.20689655172413793	0.6551724137931034
k/9	0.20689655172413793	0.6206896551724138
in_norm/23	0.20689655172413793	0.6551724137931034
in_norm/14	0.20689655172413793	0.7068965517241379
in_norm/12	0.20689655172413793	0.7068965517241379
v/21	0.20689655172413793	0.6206896551724138
down/20	0.20689655172413793	0.6551724137931034
down/18	0.20689655172413793	0.6724137931034483
down/17	0.20689655172413793	0.6724137931034483
down/15	0.20689655172413793	0.603448275862069
down/14	0.20689655172413793	0.6551724137931034
down/11	0.20689655172413793	0.6724137931034483
down/10	0.20689655172413793	0.6551724137931034
down/1	0.20689655172413793	0.6379310344827587
down/19	0.1896551724137931	0.6896551724137931
down/16	0.1896551724137931	0.6379310344827587
in_norm/17	0.1896551724137931	0.6379310344827587
v/23	0.1896551724137931	0.7068965517241379
in_norm/21	0.1896551724137931	0.603448275862069
down/0	0.1896551724137931	0.5862068965517241
in_norm/16	0.1896551724137931	0.603448275862069
in_norm/20	0.1896551724137931	0.7068965517241379
in_norm/19	0.1896551724137931	0.6379310344827587
o/19	0.1896551724137931	0.6551724137931034
o/20	0.1896551724137931	0.6379310344827587
o/13	0.1896551724137931	0.603448275862069
o/18	0.1896551724137931	0.6896551724137931
o/28	0.1896551724137931	0.6551724137931034
k/15	0.1896551724137931	0.6379310344827587
k/14	0.1896551724137931	0.6379310344827587
k/10	0.1896551724137931	0.6551724137931034
k/16	0.1896551724137931	0.5862068965517241
in_norm/30	0.1896551724137931	0.6724137931034483
in_norm/3	0.1896551724137931	0.5689655172413793
k/31	0.1896551724137931	0.603448275862069
o/10	0.1896551724137931	0.6379310344827587
k/7	0.1896551724137931	0.603448275862069
k/8	0.1896551724137931	0.6551724137931034
o/11	0.1896551724137931	0.6724137931034483
post_norm/2	0.1896551724137931	0.603448275862069
post_norm/17	0.1896551724137931	0.6551724137931034
post_norm/18	0.1896551724137931	0.6379310344827587
post_norm/11	0.1896551724137931	0.6551724137931034
post_norm/12	0.1896551724137931	0.6379310344827587
post_norm/13	0.1896551724137931	0.6724137931034483
post_norm/16	0.1896551724137931	0.6206896551724138
o/8	0.1896551724137931	0.6724137931034483
o/5	0.1896551724137931	0.6206896551724138
