weight	step_acc	agent_acc
in_norm/32	0.4482758620689655	0.7068965517241379
post_norm/25	0.43103448275862066	0.7068965517241379
v/24	0.43103448275862066	0.7068965517241379
v/28	0.43103448275862066	0.7068965517241379
v/32	0.43103448275862066	0.7068965517241379
post_norm/29	0.43103448275862066	0.6724137931034483
v/25	0.43103448275862066	0.7068965517241379
v/18	0.43103448275862066	0.7068965517241379
down/23	0.43103448275862066	0.6896551724137931
post_norm/21	0.41379310344827586	0.7068965517241379
v/22	0.41379310344827586	0.7068965517241379
q_norm/35	0.41379310344827586	0.7241379310344828
gate/34	0.41379310344827586	0.7068965517241379
in_norm/35	0.41379310344827586	0.7241379310344828
v/29	0.41379310344827586	0.7241379310344828
v/17	0.41379310344827586	0.7068965517241379
post_norm/34	0.41379310344827586	0.6896551724137931
post_norm/20	0.41379310344827586	0.6896551724137931
post_norm/31	0.41379310344827586	0.6724137931034483
v/21	0.41379310344827586	0.7241379310344828
v/26	0.41379310344827586	0.7241379310344828
k/32	0.41379310344827586	0.7241379310344828
k_norm/32	0.41379310344827586	0.6896551724137931
v/20	0.39655172413793105	0.7068965517241379
q_norm/33	0.39655172413793105	0.7068965517241379
up/31	0.39655172413793105	0.6724137931034483
q_norm/32	0.39655172413793105	0.6896551724137931
up/17	0.39655172413793105	0.6896551724137931
v/15	0.39655172413793105	0.6896551724137931
embed	0.39655172413793105	0.7068965517241379
gate/17	0.39655172413793105	0.6896551724137931
up/29	0.39655172413793105	0.6379310344827587
v/30	0.39655172413793105	0.7068965517241379
k_norm/29	0.39655172413793105	0.7068965517241379
q_norm/29	0.39655172413793105	0.7068965517241379
v/19	0.39655172413793105	0.7068965517241379
down/22	0.39655172413793105	0.6724137931034483
k_norm/24	0.39655172413793105	0.6896551724137931
post_norm/32	0.39655172413793105	0.6724137931034483
v/34	0.39655172413793105	0.7068965517241379
q/29	0.3793103448275862	0.6896551724137931
post_norm/26	0.3793103448275862	0.6724137931034483
down/6	0.3793103448275862	0.7068965517241379
v/14	0.3793103448275862	0.6724137931034483
k_norm/27	0.3793103448275862	0.7068965517241379
down/26	0.3793103448275862	0.6896551724137931
post_norm/3	0.3793103448275862	0.6896551724137931
v/16	0.3793103448275862	0.7068965517241379
post_norm/15	0.3793103448275862	0.6724137931034483
post_norm/30	0.3793103448275862	0.6551724137931034
down/8	0.3793103448275862	0.6896551724137931
post_norm/22	0.3793103448275862	0.6896551724137931
post_norm/19	0.3793103448275862	0.7068965517241379
v/27	0.3793103448275862	0.7241379310344828
q/33	0.3793103448275862	0.6896551724137931
q_norm/34	0.3793103448275862	0.7068965517241379
k_norm/34	0.3793103448275862	0.7068965517241379
up/27	0.3793103448275862	0.6206896551724138
down/17	0.3793103448275862	0.7241379310344828
gate/32	0.3620689655172414	0.6551724137931034
up/18	0.3620689655172414	0.7068965517241379
v/23	0.3620689655172414	0.7068965517241379
down/29	0.3620689655172414	0.6379310344827587
k/29	0.3620689655172414	0.6206896551724138
down/9	0.3620689655172414	0.6724137931034483
q_norm/24	0.3620689655172414	0.6896551724137931
v/35	0.3620689655172414	0.6896551724137931
q_norm/27	0.3620689655172414	0.7068965517241379
o/28	0.3620689655172414	0.6896551724137931
in_norm/34	0.3620689655172414	0.6724137931034483
in_norm/26	0.3620689655172414	0.6724137931034483
in_norm/27	0.3620689655172414	0.6896551724137931
in_norm/31	0.3620689655172414	0.7068965517241379
k_norm/33	0.3620689655172414	0.6896551724137931
down/16	0.3620689655172414	0.6724137931034483
gate/11	0.3620689655172414	0.7068965517241379
v/33	0.3620689655172414	0.7241379310344828
q/22	0.3620689655172414	0.7068965517241379
v/0	0.3620689655172414	0.6379310344827587
o/3	0.3620689655172414	0.6551724137931034
gate/33	0.3620689655172414	0.6896551724137931
post_norm/33	0.3620689655172414	0.6724137931034483
down/13	0.3620689655172414	0.6724137931034483
down/5	0.3620689655172414	0.6379310344827587
post_norm/4	0.3620689655172414	0.6551724137931034
post_norm/27	0.3620689655172414	0.6379310344827587
down/14	0.3620689655172414	0.6551724137931034
k_norm/11	0.3620689655172414	0.7241379310344828
down/28	0.3620689655172414	0.7068965517241379
down/18	0.3620689655172414	0.6896551724137931
post_norm/24	0.3620689655172414	0.6379310344827587
post_norm/0	0.3620689655172414	0.6379310344827587
q_norm/30	0.3448275862068966	0.6896551724137931
post_norm/18	0.3448275862068966	0.5862068965517241
in_norm/33	0.3448275862068966	0.6724137931034483
in_norm/3	0.3448275862068966	0.6551724137931034
up/23	0.3448275862068966	0.6551724137931034
k_norm/35	0.3448275862068966	0.6551724137931034
in_norm/29	0.3448275862068966	0.6551724137931034
in_norm/30	0.3448275862068966	0.6724137931034483
k/31	0.3448275862068966	0.6206896551724138
post_norm/9	0.3448275862068966	0.6551724137931034
k_norm/30	0.3448275862068966	0.6206896551724138
post_norm/28	0.3448275862068966	0.6206896551724138
post_norm/17	0.3448275862068966	0.6206896551724138
post_norm/13	0.3448275862068966	0.6206896551724138
in_norm/11	0.3448275862068966	0.6724137931034483
up/19	0.3448275862068966	0.6896551724137931
down/19	0.3448275862068966	0.6379310344827587
down/32	0.3448275862068966	0.6896551724137931
up/1	0.3448275862068966	0.6551724137931034
gate/12	0.3448275862068966	0.6551724137931034
o/25	0.3448275862068966	0.6896551724137931
v/6	0.3448275862068966	0.6551724137931034
post_norm/14	0.3448275862068966	0.6206896551724138
gate/2	0.3448275862068966	0.7413793103448276
v/31	0.3448275862068966	0.6551724137931034
down/7	0.3448275862068966	0.6379310344827587
gate/4	0.3448275862068966	0.6896551724137931
q_norm/21	0.3448275862068966	0.6724137931034483
q_norm/28	0.3448275862068966	0.6896551724137931
q/9	0.3275862068965517	0.6724137931034483
gate/3	0.3275862068965517	0.7068965517241379
