scoring	family	weight	step_acc	agent_acc
gradnorm_l2	gradnorm	up/1	0.246031746031746	0.626984126984127
gradnorm_l2	gradnorm	in_norm/24	0.2222222222222222	0.5079365079365079
gradnorm_l1	gradnorm	up/10	0.2222222222222222	0.5555555555555556
gradnorm_l2	gradnorm	gate/4	0.2142857142857142	0.5634920634920635
gradnorm_l2	gradnorm	up/6	0.2142857142857142	0.5634920634920635
gradnorm_l2	gradnorm	o/11	0.2063492063492063	0.5079365079365079
gradnorm_l2	gradnorm	gate/3	0.2063492063492063	0.5714285714285714
gradnorm_l2	gradnorm	o/10	0.2063492063492063	0.5317460317460317
gradnorm_l2	gradnorm	gate/31	0.2063492063492063	0.5
gradnorm_l1	gradnorm	o/8	0.1984126984126984	0.5317460317460317
gradnorm_l2	gradnorm	o/8	0.1984126984126984	0.5396825396825397
gradnorm_l2	gradnorm	gate/14	0.1984126984126984	0.5317460317460317
gradnorm_l1	gradnorm	q_norm/14	0.1904761904761904	0.5238095238095238
gradnorm_l1	gradnorm	gate/31	0.1904761904761904	0.4841269841269841
gradnorm_l1	gradnorm	gate/14	0.1904761904761904	0.5317460317460317
gradnorm_l1	gradnorm	o/11	0.1904761904761904	0.5079365079365079
gradnorm_l2	gradnorm	o/9	0.1904761904761904	0.5476190476190477
gradnorm_l2	gradnorm	k_norm/10	0.1904761904761904	0.5158730158730159
gradnorm_l2	gradnorm	up/10	0.1904761904761904	0.5396825396825397
gradnorm_l2	gradnorm	in_norm/27	0.1904761904761904	0.5079365079365079
