scoring	family	weight	step_acc	agent_acc
coord_median_l2	central	o/14	0.6666666666666666	0.8888888888888888
coord_median_l2	central	down/12	0.6587301587301587	0.8492063492063492
geom_median_l1	central	down/12	0.6587301587301587	0.8492063492063492
coord_median_l1	central	down/12	0.6587301587301587	0.8492063492063492
geom_median_l2	central	down/12	0.6587301587301587	0.8492063492063492
geom_median_l2	central	o/9	0.6507936507936508	0.873015873015873
mean_dist_l2	central	down/12	0.6507936507936508	0.8333333333333334
mean_dist_l2	central	q/3	0.6507936507936508	0.8968253968253969
coord_median_l2	central	o/9	0.6507936507936508	0.873015873015873
geom_median_l1	central	q/3	0.6507936507936508	0.8809523809523809
coord_median_l1	central	q/3	0.6507936507936508	0.8809523809523809
geom_median_l2	central	o/14	0.6507936507936508	0.873015873015873
coord_median_l2	central	v/6	0.6428571428571429	0.8650793650793651
coord_median_l2	central	q/4	0.6428571428571429	0.8492063492063492
coord_median_l2	central	q/3	0.6428571428571429	0.8809523809523809
mean_dist_l2	central	gate/4	0.6428571428571429	0.8492063492063492
geom_median_l1	central	k/2	0.6428571428571429	0.8650793650793651
geom_median_l1	central	in_norm/2	0.6428571428571429	0.873015873015873
geom_median_l2	central	q/4	0.6428571428571429	0.8492063492063492
coord_median_l1	central	k/2	0.6428571428571429	0.8650793650793651
