scoring	family	weight	step_acc	agent_acc
coord_median_l1	central	o/23	0.4137931034482758	0.8103448275862069
geom_median_l1	central	o/23	0.4137931034482758	0.8103448275862069
mean_dist_l2	central	lm_head	0.396551724137931	0.8275862068965517
coord_median_l2	central	o/24	0.396551724137931	0.896551724137931
geom_median_l2	central	o/23	0.3793103448275862	0.8448275862068966
geom_median_l2	central	up/26	0.3793103448275862	0.8275862068965517
geom_median_l2	central	q/27	0.3793103448275862	0.7931034482758621
geom_median_l1	central	q_norm/23	0.3793103448275862	0.8793103448275862
geom_median_l1	central	q/27	0.3793103448275862	0.7413793103448276
geom_median_l1	central	o/13	0.3793103448275862	0.7758620689655172
coord_median_l1	central	o/13	0.3793103448275862	0.7758620689655172
coord_median_l1	central	q/27	0.3793103448275862	0.7413793103448276
coord_median_l2	central	q/27	0.3793103448275862	0.7586206896551724
coord_median_l2	central	up/26	0.3793103448275862	0.8275862068965517
coord_median_l2	central	q/18	0.3793103448275862	0.7758620689655172
coord_median_l2	central	o/23	0.3793103448275862	0.8448275862068966
geom_median_l2	central	k/19	0.3620689655172414	0.8103448275862069
geom_median_l1	central	lm_head	0.3620689655172414	0.7758620689655172
geom_median_l1	central	up/3	0.3620689655172414	0.7068965517241379
geom_median_l1	central	k_norm/23	0.3620689655172414	0.8793103448275862
