weight	step_acc	agent_acc
in_norm/23	0.2698412698412698	0.6428571428571429
q/25	0.25396825396825395	0.6190476190476191
in_norm/27	0.24603174603174602	0.626984126984127
o/12	0.23809523809523808	0.5476190476190477
in_norm/30	0.23809523809523808	0.6031746031746031
down/14	0.23015873015873015	0.6587301587301587
in_norm/25	0.23015873015873015	0.5396825396825397
q/20	0.2222222222222222	0.626984126984127
k/29	0.2222222222222222	0.5714285714285714
down/22	0.2222222222222222	0.5793650793650794
in_norm/15	0.2222222222222222	0.5873015873015873
q/10	0.2222222222222222	0.5396825396825397
down/9	0.2222222222222222	0.5634920634920635
up/17	0.2222222222222222	0.5555555555555556
in_norm/18	0.2222222222222222	0.6428571428571429
down/20	0.2222222222222222	0.5079365079365079
in_norm/16	0.21428571428571427	0.5396825396825397
post_norm/17	0.21428571428571427	0.5317460317460317
post_norm/30	0.21428571428571427	0.6111111111111112
up/14	0.21428571428571427	0.6111111111111112
in_norm/4	0.21428571428571427	0.5079365079365079
o/29	0.21428571428571427	0.6111111111111112
in_norm/6	0.21428571428571427	0.6031746031746031
o/31	0.21428571428571427	0.6666666666666666
gate/29	0.20634920634920634	0.5158730158730159
down/23	0.20634920634920634	0.6984126984126984
q/8	0.20634920634920634	0.5396825396825397
down/18	0.20634920634920634	0.6587301587301587
in_norm/10	0.20634920634920634	0.5714285714285714
gate/31	0.1984126984126984	0.5476190476190477
o/30	0.1984126984126984	0.626984126984127
in_norm/20	0.1984126984126984	0.5714285714285714
in_norm/31	0.1984126984126984	0.5873015873015873
v/16	0.1984126984126984	0.6428571428571429
o/14	0.1984126984126984	0.5317460317460317
k/30	0.1984126984126984	0.5634920634920635
in_norm/26	0.1984126984126984	0.5317460317460317
k/27	0.1984126984126984	0.5952380952380952
up/15	0.1984126984126984	0.5317460317460317
o/28	0.19047619047619047	0.5
v/17	0.19047619047619047	0.626984126984127
down/8	0.19047619047619047	0.626984126984127
down/6	0.19047619047619047	0.6190476190476191
post_norm/31	0.19047619047619047	0.5476190476190477
q/29	0.19047619047619047	0.6349206349206349
o/9	0.19047619047619047	0.5634920634920635
post_norm/28	0.19047619047619047	0.6031746031746031
down/21	0.19047619047619047	0.5634920634920635
post_norm/16	0.19047619047619047	0.5555555555555556
gate/24	0.19047619047619047	0.6746031746031746
o/13	0.18253968253968253	0.5396825396825397
in_norm/9	0.18253968253968253	0.5634920634920635
q/14	0.18253968253968253	0.5396825396825397
gate/16	0.18253968253968253	0.6190476190476191
k/25	0.18253968253968253	0.5634920634920635
down/27	0.18253968253968253	0.6349206349206349
post_norm/10	0.18253968253968253	0.5476190476190477
post_norm/14	0.18253968253968253	0.5396825396825397
o/7	0.18253968253968253	0.5873015873015873
o/26	0.18253968253968253	0.5952380952380952
q/4	0.18253968253968253	0.5317460317460317
q/16	0.18253968253968253	0.5634920634920635
v/30	0.18253968253968253	0.5873015873015873
q/24	0.1746031746031746	0.5634920634920635
v/9	0.1746031746031746	0.5238095238095238
v/8	0.1746031746031746	0.5396825396825397
up/27	0.1746031746031746	0.5476190476190477
in_norm/11	0.1746031746031746	0.5238095238095238
gate/25	0.1746031746031746	0.6349206349206349
q/11	0.1746031746031746	0.5634920634920635
post_norm/15	0.1746031746031746	0.5
post_norm/7	0.1746031746031746	0.5952380952380952
q/23	0.1746031746031746	0.5555555555555556
up/4	0.1746031746031746	0.5555555555555556
q/2	0.1746031746031746	0.5317460317460317
v/29	0.1746031746031746	0.5952380952380952
up/12	0.1746031746031746	0.626984126984127
gate/28	0.1746031746031746	0.5634920634920635
gate/12	0.16666666666666666	0.5317460317460317
in_norm/17	0.16666666666666666	0.626984126984127
q/7	0.16666666666666666	0.6031746031746031
in_norm/22	0.16666666666666666	0.5238095238095238
in_norm/3	0.16666666666666666	0.5714285714285714
gate/19	0.16666666666666666	0.5476190476190477
down/19	0.16666666666666666	0.5873015873015873
q/18	0.16666666666666666	0.5396825396825397
up/21	0.16666666666666666	0.6031746031746031
post_norm/29	0.16666666666666666	0.5317460317460317
post_norm/13	0.16666666666666666	0.5238095238095238
